run_id,params,best_epoch,best_val_score,own_test_acc,own_test_macro_f1,own_test_dos_sat,own_test_scan_sat,own_test_dos_loss,own_test_scan_loss,cross_acc,cross_macro_f1,cross_dos_sat,cross_scan_sat,cross_dos_loss,cross_scan_loss,final_score,runtime_seconds,status
bs524_lr0.0001_ldos0.25_lscan1.0_pgd3_step0.01,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.25, 'lambda_scan': 1.0, 'pgd_steps': 3, 'pgd_step_size': 0.01}",17,3.599831466728749,0.8818629307080651,0.8895381130833989,0.9593001141118296,0.9136029411764706,0.027263958459119917,0.016046092092223904,0.7325480656012548,0.759687986645714,0.16248863039772543,0.17277366443631617,5.091424283916308,0.44287765847970006,0.9538886217615262,164.02646899223328,ok
bs524_lr0.0001_ldos0.25_lscan1.0_pgd5_step0.001,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.25, 'lambda_scan': 1.0, 'pgd_steps': 5, 'pgd_step_size': 0.001}",20,3.6151037892343547,0.8889151836425596,0.89503293648849,0.9596804868771396,0.9276194852941176,0.023429615466301772,0.01637719079906888,0.7391634997418209,0.7627432571643508,0.15916362937149053,0.17254573226720132,5.0966936038223025,0.4373461388894555,0.9599103025309317,206.52763772010803,ok
bs524_lr0.0001_ldos0.25_lscan1.0_pgd5_step0.01,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.25, 'lambda_scan': 1.0, 'pgd_steps': 5, 'pgd_step_size': 0.01}",16,3.6120984445141864,0.8874479363877319,0.8946844931904195,0.9570178775199696,0.9163602941176471,0.031256019570338675,0.014021212276180877,0.9154576899560771,0.9062335488461061,0.16123230284947618,0.17277366443631617,5.096576354852205,0.5818676231598743,1.0841805673255065,208.40783381462097,ok
bs524_lr0.0001_ldos0.5_lscan0.25_pgd3_step0.001,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.5, 'lambda_scan': 0.25, 'pgd_steps': 3, 'pgd_step_size': 0.001}",19,3.591678378641134,0.8882525558500568,0.8930439407138425,0.9615823507036896,0.8995863970588235,0.02299835983225945,0.029221734799006405,0.7587818699944043,0.7605251135388689,0.1646296804412594,0.17253817053647238,5.0566396448983335,0.5131618956582592,0.9641564170805357,162.30093121528625,ok
bs524_lr0.0001_ldos0.5_lscan0.25_pgd3_step0.01,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.5, 'lambda_scan': 0.25, 'pgd_steps': 3, 'pgd_step_size': 0.01}",20,3.6041658949004085,0.8870219613782658,0.8922830481285549,0.9608216051730696,0.9232536764705882,0.025978139436213223,0.01720463384545463,0.7193625677044962,0.7191846019980678,0.16475066813292227,0.1727272138046956,5.037478354885944,0.4615720229189434,0.9312620732117469,165.96371960639954,ok
bs524_lr0.0001_ldos0.5_lscan0.25_pgd5_step0.001,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.5, 'lambda_scan': 0.25, 'pgd_steps': 5, 'pgd_step_size': 0.001}",13,3.568873818108022,0.857061719045816,0.8681980953351719,0.9604412324077596,0.96875,0.021118545087855684,0.0029964715461520586,0.8724238803777409,0.8580638119336793,0.1685401754753628,0.17249928163558076,5.041285214899117,0.6258992222570425,1.0358110329563595,187.9887342453003,ok
bs524_lr0.0001_ldos0.5_lscan0.25_pgd5_step0.01,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.5, 'lambda_scan': 0.25, 'pgd_steps': 5, 'pgd_step_size': 0.01}",13,3.6296810212461423,0.8926069670579326,0.8964724363364361,0.9596804868771396,0.9216452205882353,0.02351098337886269,0.009936220943927765,0.8841499642438161,0.869700238625445,0.16677397122653434,0.17254573226720132,5.05072079999414,0.639529212888675,1.0579109892647411,187.92134356498718,ok
bs524_lr0.0001_ldos0.5_lscan0.5_pgd3_step0.001,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.5, 'lambda_scan': 0.5, 'pgd_steps': 3, 'pgd_step_size': 0.001}",20,3.6022144310837834,0.8881578947368421,0.8922626502368174,0.9535945226321796,0.9347426470588235,0.020763507379964987,0.01514335973736118,0.7332880349654429,0.7510490188914377,0.16250483410643027,0.1727272138046956,5.080081193521756,0.4382623780086559,0.9515950289300837,166.15045428276062,ok
bs524_lr0.0001_ldos0.5_lscan0.5_pgd3_step0.01,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.5, 'lambda_scan': 0.5, 'pgd_steps': 3, 'pgd_step_size': 0.01}",17,3.622338199989981,0.890477092010602,0.8956953954762586,0.9577786230505896,0.9324448529411765,0.024588378335460143,0.010706661282764637,0.73006997841666,0.7420096515446097,0.16427535934424672,0.1727272138046956,5.064203231321131,0.45649194897950485,0.9472603167946749,162.7933886051178,ok
bs524_lr0.0001_ldos0.5_lscan0.5_pgd5_step0.001,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.5, 'lambda_scan': 0.5, 'pgd_steps': 5, 'pgd_step_size': 0.001}",20,3.631777919627023,0.8945475198788337,0.8996990245279938,0.9494104222137695,0.9358915441176471,0.03124219385468493,0.016693555667777273,0.9377766783261353,0.9285632360415703,0.16051609892472188,0.17274341751340047,5.101136936799187,0.5830720433623632,1.1044639303999912,211.25115513801575,ok
bs524_lr0.0001_ldos0.5_lscan0.5_pgd5_step0.01,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.5, 'lambda_scan': 0.5, 'pgd_steps': 5, 'pgd_step_size': 0.01}",20,3.651607833246906,0.8937902309731163,0.8984554219996559,0.9596804868771396,0.9588694852941176,0.025141286856777183,0.00789243632735794,0.7382398883456446,0.752347336117584,0.16712721207630002,0.17269912737627388,5.064803445527394,0.43315742452127465,0.9560947651570398,210.10410046577454,ok
bs524_lr0.0001_ldos0.5_lscan0.75_pgd3_step0.001,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.5, 'lambda_scan': 0.75, 'pgd_steps': 3, 'pgd_step_size': 0.001}",15,3.592685753573757,0.8900037864445286,0.8956656708240547,0.9593001141118296,0.8926930147058824,0.028499902553003338,0.02566961693467901,0.8183099747870293,0.8218705578861577,0.162106222872291,0.17251764583877957,5.090065471338988,0.5293554551517855,1.0135621628329043,167.6481010913849,ok
bs524_lr0.0001_ldos0.5_lscan0.75_pgd3_step0.01,"{'batch_size': 524, 'learning_rate': 0.0001, 'lambda_dos': 0.5, 'lambda_scan': 0.75, 'pgd_steps': 3, 'pgd_step_size': 0.01}",16,3.5859972465639145,0.8863120030291556,0.8913619866087664,0.9334347660707494,0.9156709558823529,0.035371254858928926,0.016976975863251614,0.7796576480424839,0.7961577918882367,0.1580131660534463,0.17277366443631617,5.103995744968519,0.46503954111637213,0.9875109882844479,163.75934028625488,ok
